Tahun,Provinsi,Kabupaten/Kota,Timbulan Sampah Harian(ton),Timbulan Sampah Tahunan(ton)
2022,Sulawesi Utara,Kab. Kep. Siau Tagulandang Biaro,30,10.777
2022,Sulawesi Utara,Kab. Bolaang Mongondow Timur,37,13.476
2022,Sulawesi Utara,Kab. Bolaang Mongondow Selatan,29,10.553
2022,Sulawesi Utara,Kota Manado,291,106.241
2022,Sulawesi Utara,Kota Bitung,159,58.055
2022,Sulawesi Utara,Kota Tomohon,51,18.510
2022,Sulawesi Utara,Kota Kotamobagu,86,31.464
2022,Sulawesi Tengah,Kab. Banggai,188,68.767
2022,Sulawesi Tengah,Kab. Donggala,121,44.233
2022,Sulawesi Tengah,Kab. Morowali,84,30.644
2022,Sulawesi Tengah,Kab. Banggai Kepulauan,60,21.926
2022,Sulawesi Tengah,Kab. Parigi Moutong,226,82.583
2022,Sulawesi Tengah,Kab. Sigi,129,47.008
2022,Sulawesi Tengah,Kab. Banggai Laut,37,13.550
2022,Sulawesi Tengah,Kab. Morowali Utara,61,22.309
2022,Sulawesi Tengah,Kota Palu,203,74.074
2022,Sulawesi Selatan,Kab. Kepulauan Selayar,55,20.144
2022,Sulawesi Selatan,Kab. Bulukumba,179,65.305
2022,Sulawesi Selatan,Kab. Bantaeng,81,29.562
2022,Sulawesi Selatan,Kab. Jeneponto,162,59.204
2022,Sulawesi Selatan,Kab. Sinjai,108,39.320
2022,Sulawesi Selatan,Kab. Bone,406,148.115
2022,Sulawesi Selatan,Kab. Maros,162,58.951
2022,Sulawesi Selatan,Kab. Pangkajene Kepulauan,141,51.531
2022,Sulawesi Selatan,Kab. Barru,76,27.817
2022,Sulawesi Selatan,Kab. Soppeng,94,34.394
2022,Sulawesi Selatan,Kab. Wajo,152,55.428
2022,Sulawesi Selatan,Kab. Sidenreng Rappang,129,47.186
2022,Sulawesi Selatan,Kab. Pinrang,180,65.862
2022,Sulawesi Selatan,Kab. Enrekang,114,41.741
2022,Sulawesi Selatan,Kab. Tana Toraja,116,42.493
2022,Sulawesi Selatan,Kab. Luwu Timur,120,43.875
2022,Sulawesi Selatan,Kab. Toraja Utara,158,57.848
2022,Sulawesi Selatan,Kota Makassar,1.003,365.924
2022,Sulawesi Selatan,Kota Parepare,78,28.389
2022,Sulawesi Selatan,Kota Palopo,94,34.188
2022,Sulawesi Tenggara,Kab. Kolaka,121,44.022
2022,Sulawesi Tenggara,Kab. Muna,93,33.938
2022,Sulawesi Tenggara,Kab. Wakatobi,81,29.456
2022,Sulawesi Tenggara,Kab. Kolaka Utara,56,20.341
2022,Sulawesi Tenggara,Kab. Buton Selatan,22,8.027
2022,Sulawesi Tenggara,Kota Kendari,270,98.477
2022,Sulawesi Tenggara,Kota Bau Bau,82,29.923
2022,Gorontalo,Kab. Gorontalo,158,57.763
2022,Gorontalo,Kab. Bone Bolango,50,18.199
2022,Gorontalo,Kab. Pohuwato,59,21.563
2022,Gorontalo,Kota Gorontalo,142,51.647
2022,Sulawesi Barat,Kab. Majene,71,25.899
2022,Sulawesi Barat,Kab. Mamuju Tengah,55,20.057
2022,Maluku,Kab. Maluku Tengah,170,62.011
2022,Maluku,Kab. Buru Selatan,31,11.355
2022,Maluku Utara,Kab. Halmahera Utara,138,50.497
2022,Maluku Utara,Kota Tidore Kepulauan,46,16.904
2022,Papua,Kab. Jayapura,86,31.360
2022,Papua,Kab. Kepulauan Yapen,46,16.780
2022,Papua,Kab. Biak Numfor,59,21.435
2022,Papua,Kab. Sarmi,17,6.110
2022,Papua,Kab. Keerom,26,9.620
2022,Papua,Kab. Waropen,14,5.285
2022,Papua,Kota Jayapura,218,79.528
2022,Papua Barat,Kab. Manokwari,163,59.628
2022,Papua Barat,Kab. Teluk Wondama,18,6.697
2022,Papua Barat,Kab. Kaimana,25,9.290
2022,Papua Selatan,Kab. Merauke,93,33.924
2022,Papua Selatan,Kab. Boven Digoel,26,9.518
2022,Papua Selatan,Kab. Asmat,45,16.575
2022,Papua Tengah,Kab. Mimika,158,57.742
2022,Papua Barat Daya,Kab. Sorong,50,18.163
2023,Aceh,Kab. Aceh Selatan,97,35.324
2023,Aceh,Kab. Aceh Tenggara,114,41.666
2023,Aceh,Kab. Aceh Barat,101,36.814
2023,Aceh,Kab. Aceh Besar,148,54.053
2023,Aceh,Kab. Simeulue,45,16.476
2023,Aceh,Kab. Aceh Singkil,52,19.095
2023,Aceh,Kab. Gayo Lues,41,15.069
2023,Aceh,Kab. Aceh Jaya,48,17.525
2023,Aceh,Kab. Nagan Raya,70,25.452
2023,Aceh,Kab. Bener Meriah,68,24.686
2023,Aceh,Kota Banda Aceh,256,93.371
2023,Aceh,Kota Sabang,17,6.308
2023,Aceh,Kota Langsa,96,35.155
2023,Aceh,Kota Subulussalam,57,20.831
2023,Sumatera Utara,Kab. Langkat,522,190.367
2023,Sumatera Utara,Kab. Simalungun,511,186.445
2023,Sumatera Utara,Kab. Toba,96,35.067
2023,Sumatera Utara,Kota Pematang Siantar,161,58.665
2023,Sumatera Barat,Kab. Pesisir Selatan,155,56.559
2023,Sumatera Barat,Kab. Solok,162,59.234
2023,Sumatera Barat,Kab. Tanah Datar,130,47.383
2023,Sumatera Barat,Kab. Padang Pariaman,218,79.594
2023,Sumatera Barat,Kab. Agam,220,80.164
2023,Sumatera Barat,Kab. Solok Selatan,75,27.543
2023,Sumatera Barat,Kota Padang,647,236.297
2023,Sumatera Barat,Kota Solok,56,20.364
2023,Sumatera Barat,Kota Sawahlunto,19,6.926
2023,Sumatera Barat,Kota Payakumbuh,93,34.042
2023,Riau,Kab. Bengkalis,261,95.115
2023,Riau,Kab. Siak,191,69.722
2023,Riau,Kab. Kuantan Singingi,123,44.941
2023,Riau,Kota Pekanbaru,977,356.503
2023,Jambi,Kab. Bungo,162,59.014
2023,Sumatera Selatan,Kab. Muara Enim,233,84.971
2023,Sumatera Selatan,Kab. Lahat,269,98.053
2023,Sumatera Selatan,Kab. Musi Banyuasin,253,92.436
2023,Sumatera Selatan,Kota Pagar Alam,74,26.980
2023,Sumatera Selatan,Kota Prabumulih,100,36.406
2023,Bengkulu,Kab. Seluma,107,39.014
2023,Lampung,Kab. Lampung Tengah,690,251.851
2023,Lampung,Kab. Tanggamus,370,134.920
2023,Lampung,Kab. Way Kanan,194,70.647
2023,Lampung,Kab. Pringsewu,163,59.629
2023,Lampung,Kab. Tulang Bawang Barat,116,42.285
2023,Lampung,Kab. Pesisir Barat,66,24.063
2023,Lampung,Kota Bandar Lampung,786,287.058
2023,Kepulauan Bangka Belitung,Kab. Belitung,75,27.406
2023,Kepulauan Bangka Belitung,Kab. Bangka Selatan,84,30.710
2023,Kepulauan Bangka Belitung,Kab. Bangka Tengah,84,30.605
2023,Kepulauan Bangka Belitung,Kab. Belitung Timur,53,19.169
2023,Kepulauan Riau,Kab. Bintan,56,20.410
2023,Kepulauan Riau,Kab. Karimun,196,71.422
2023,Kepulauan Riau,Kab. Kepulauan Anambas,13,4.877
2023,Kepulauan Riau,Kota Batam,1.159,423.054
2023,Kepulauan Riau,Kota Tanjung Pinang,153,55.716
2023,DKI Jakarta,Kota Adm. Jakarta Selatan,1.971,719.464
2023,DKI Jakarta,Kota Adm. Jakarta Timur,2.333,851.614
2023,Jawa Barat,Kab. Garut,1.122,409.465
2023,Jawa Barat,Kab. Ciamis,499,182.174
2023,Jawa Barat,Kab. Sumedang,479,174.806
2023,Jawa Barat,Kab. Bekasi,2.219,809.935
2023,Jawa Barat,Kota Bogor,780,284.632
2023,Jawa Barat,Kota Sukabumi,184,67.308
2023,Jawa Barat,Kota Tasikmalaya,323,117.955
2023,Jawa Barat,Kota Banjar,87,31.624
2023,Jawa Tengah,Kab. Banyumas,542,197.758
2023,Jawa Tengah,Kab. Purworejo,322,117.433
2023,Jawa Tengah,Kab. Magelang,662,241.768
2023,Jawa Tengah,Kab. Klaten,649,237.051
2023,Jawa Tengah,Kab. Wonogiri,351,127.999
2023,Jawa Tengah,Kab. Sragen,595,217.301
2023,Jawa Tengah,Kab. Grobogan,863,315.050
2023,Jawa Tengah,Kab. Blora,387,141.433
2023,Jawa Tengah,Kab. Rembang,254,92.770
2023,Jawa Tengah,Kab. Pati,688,251.093
2023,Jawa Tengah,Kab. Jepara,423,154.572
2023,Jawa Tengah,Kab. Semarang,533,194.602
2023,Jawa Tengah,Kab. Temanggung,404,147.358
2023,Jawa Tengah,Kab. Tegal,604,220.494
2023,Jawa Tengah,Kab. Brebes,1.005,366.938
2023,Jawa Tengah,Kota Magelang,81,29.400
2023,Jawa Tengah,Kota Salatiga,116,42.496
2023,Jawa Tengah,Kota Semarang,1.182,431.535
2023,D.I. Yogyakarta,Kab. Kulon Progo,219,80.034
2023,Jawa Timur,Kab. Pacitan,289,105.346
2023,Jawa Timur,Kab. Trenggalek,305,111.499
2023,Jawa Timur,Kab. Tulungagung,559,204.029
2023,Jawa Timur,Kab. Kediri,662,241.779
2023,Jawa Timur,Kab. Malang,967,352.927
2023,Jawa Timur,Kab. Lumajang,535,195.275
2023,Jawa Timur,Kab. Banyuwangi,836,305.313
2023,Jawa Timur,Kab. Situbondo,252,92.131
2023,Jawa Timur,Kab. Jombang,530,193.583
2023,Jawa Timur,Kab. Nganjuk,447,163.087
2023,Jawa Timur,Kab. Madiun,299,109.148
2023,Jawa Timur,Kab. Magetan,276,100.725
2023,Jawa Timur,Kab. Tuban,508,185.423
2023,Jawa Timur,Kab. Gresik,395,144.238
2023,Jawa Timur,Kab. Bangkalan,417,152.259
2023,Jawa Timur,Kab. Pamekasan,277,101.156
2023,Jawa Timur,Kab. Sumenep,367,134.117
2023,Jawa Timur,Kota Kediri,174,63.462
2023,Jawa Timur,Kota Malang,778,284.095
2023,Jawa Timur,Kota Probolinggo,98,35.706
2023,Jawa Timur,Kota Pasuruan,147,53.830
2023,Jawa Timur,Kota Surabaya,1.800,657.017
2023,Banten,Kota Tangerang Selatan,1.011,369.178
2023,Bali,Kab. Jembrana,164,59.765
2023,Bali,Kab. Tabanan,233,84.923
2023,Bali,Kab. Badung,535,195.222
2023,Bali,Kab. Gianyar,539,196.699
2023,Bali,Kab. Bangli,113,41.195
2023,Bali,Kab. Buleleng,413,150.563
2023,Kalimantan Barat,Kab. Mempawah,84,30.769
2023,Kalimantan Barat,Kab. Sanggau,250,91.225
2023,Kalimantan Barat,Kab. Kapuas Hulu,134,49.063
2023,Kalimantan Barat,Kota Pontianak,442,161.287
2023,Kalimantan Barat,Kota Singkawang,95,34.814
2023,Kalimantan Tengah,Kab. Kapuas,214,78.008
2023,Kalimantan Tengah,Kab. Barito Selatan,67,24.440
2023,Kalimantan Tengah,Kab. Barito Utara,65,23.833
2023,Kalimantan Tengah,Kab. Seruyan,83,30.308
2023,Kalimantan Tengah,Kab. Barito Timur,46,16.849
2023,Kalimantan Tengah,Kota Palangkaraya,156,56.945
2023,Kalimantan Selatan,Kab. Tanah Laut,144,52.712
2023,Kalimantan Selatan,Kab. Barito Kuala,99,36.061
2023,Kalimantan Selatan,Kab. Tapin,84,30.566
2023,Kalimantan Selatan,Kab. Hulu Sungai Tengah,105,38.407
2023,Kalimantan Selatan,Kab. Tanah Bumbu,172,62.733
2023,Kalimantan Timur,Kab. Berau,141,51.282
2023,Kalimantan Timur,Kab. Penajam Paser Utara,98,35.873
2023,Kalimantan Timur,Kab. Mahakam Ulu,18,6.538
2023,Kalimantan Timur,Kota Balikpapan,529,193.038
2023,Kalimantan Timur,Kota Samarinda,599,218.800
2023,Kalimantan Timur,Kota Bontang,106,38.829
2023,Sulawesi Utara,Kab. Minahasa,175,63.923
2023,Sulawesi Utara,Kab. Minahasa Tenggara,47,17.127
2023,Sulawesi Utara,Kab. Bolaang Mongondow Utara,34,12.343
2023,Sulawesi Utara,Kab. Bolaang Mongondow Selatan,29,10.608
2023,Sulawesi Utara,Kota Tomohon,51,18.747
2023,Sulawesi Tengah,Kab. Morowali,88,32.165
2023,Sulawesi Tengah,Kab. Banggai Kepulauan,61,22.207
2023,Sulawesi Tengah,Kab. Parigi Moutong,227,82.948
2023,Sulawesi Tengah,Kab. Banggai Laut,37,13.673
2023,Sulawesi Tengah,Kab. Morowali Utara,73,26.588
2023,Sulawesi Selatan,Kab. Kepulauan Selayar,56,20.569
2023,Sulawesi Selatan,Kab. Bulukumba,183,66.611
2023,Sulawesi Selatan,Kab. Bantaeng,83,30.378
2023,Sulawesi Selatan,Kab. Bone,408,148.772
2023,Sulawesi Selatan,Kab. Maros,164,59.962
2023,Sulawesi Selatan,Kab. Soppeng,94,34.463
2023,Sulawesi Selatan,Kab. Sidenreng Rappang,131,47.803
2023,Sulawesi Selatan,Kab. Tana Toraja,108,39.564
2023,Sulawesi Selatan,Kab. Luwu Timur,122,44.606
2023,Sulawesi Selatan,Kota Makassar,1.032,376.707
2023,Sulawesi Selatan,Kota Parepare,79,28.957
2023,Sulawesi Selatan,Kota Palopo,95,34.833
2023,Sulawesi Tenggara,Kab. Muna,94,34.352
2023,Sulawesi Tenggara,Kab. Kolaka Utara,56,20.608
2023,Sulawesi Tenggara,Kab. Kolaka Timur,57,20.652
2023,Sulawesi Tenggara,Kota Kendari,271,98.864
2023,Gorontalo,Kota Gorontalo,142,51.919
2023,Sulawesi Barat,Kab. Majene,71,25.899
2023,Papua,Kab. Biak Numfor,59,21.435
2023,Papua,Kab. Keerom,27,9.695
2023,Papua,Kota Jayapura,242,88.283
2023,Papua Barat,Kab. Manokwari,180,65.849
2023,Papua Selatan,Kab. Boven Digoel,26,9.518
2023,Papua Selatan,Kab. Asmat,46,16.965
